Nombre del Centro;Nº de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional
HOSPITAL VIRGEN DE LA CONCHA (COMPLEJO ASISTENCIAL DE ZAMORA);49-C11-0002;AV. REQUEJO 35  ;49022;ZAMORA;ZAMORA;980512838;980512838;HOSPITALES GENERALES;ALERGOLOGÍA#ANÁLISIS CLÍNICOS#ANATOMÍA PATOLÓGICA#ANESTESIA Y REANIMACIÓN#APARATO DIGESTIVO#BANCO DE TEJIDOS#BIOQUÍMICA CLÍNICA#CARDIOLOGÍA#CIRUGÍA GENERAL Y DIGESTIVO#CIRUGÍA MAYOR AMBULATORIA#CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA#CUIDADOS INTERMEDIOS NEONATALES#DERMATOLOGÍA #DIÁLISIS#ENDOCRINOLOGÍA #ENFERMERÍA#ENFERMERÍA OBSTÉTRICO - GINECOLÓGICA (MATRONA)#EXTRACCIÓN DE ÓRGANOS#EXTRACCIÓN DE SANGRE PARA DONACIÓN#FARMACIA#FISIOTERAPIA#GERIATRÍA#GINECOLOGÍA #HEMATOLOGÍA CLÍNICA#HOSPITAL DE DÍA #IMPLANTACIÓN DE TEJIDOS#INSEMINACIÓN ARTIFICIAL#LABORATORIO DE HEMATOLOGÍA#LABORATORIO DE SEMEN PARA CAPACITACIÓN ESPERMÁTICA#MEDICINA DEL TRABAJO#MEDICINA GENERAL /  DE FAMILIA#MEDICINA INTENSIVA #MEDICINA INTERNA#MEDICINA PREVENTIVA#MICROBIOLOGÍA Y PARASITOLOGÍA#NEFROLOGÍA#NEUMOLOGÍA#NEUROFISIOLOGÍA #NEUROLOGÍA#NUTRICIÓN Y DIETÉTICA#OBSTETRICIA#OBTENCIÓN DE MUESTRAS#OBTENCIÓN DE TEJIDOS#OFTALMOLOGÍA#OTORRINOLARINGOLOGÍA#PEDIATRÍA#RADIODIAGNÓSTICO#REHABILITACIÓN#REUMATOLOGÍA#SERVICIO DE TRANSFUSIÓN#URGENCIAS#UROLOGÍA#VACUNACIÓN ;COMUNIDAD DE CASTILLA Y LEÓN;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;
HOSPITAL VIRGEN DEL MIRÓN (COMPLEJO ASISTENCIAL DE SORIA);42-C13-0001;CR. DE LOGROÑO 8  ;42004;SORIA;SORIA;975234301;975220547;HOSPITAL DE MEDIA Y LARGA ESTANCIA;ANÁLISIS CLÍNICOS#ANATOMÍA PATOLÓGICA#ATENCIÓN SANITARIA A DROGODEPENDIENTES#CUIDADOS PALIATIVOS#ENFERMERÍA#FARMACIA#FISIOTERAPIA#GERIATRÍA#HOSPITAL DE DÍA #MEDICINA DEL TRABAJO#MEDICINA INTERNA#NEFROLOGÍA#NUTRICIÓN Y DIETÉTICA#OBTENCIÓN DE MUESTRAS#PSICOLOGÍA CLÍNICA#PSIQUIATRÍA#RADIODIAGNÓSTICO#REHABILITACIÓN#REUMATOLOGÍA#TERAPIA OCUPACIONAL;GERENCIA  REGIONAL DE SALUD;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;
HUMAN HEALTH CARE;47-C21-0299;CL. PAULINA HARRIET 27  ;47006;VALLADOLID;VALLADOLID;983362430;983362430;CONSULTAS MÉDICAS;DEPÓSITO DE MEDICAMENTOS#MEDICINA ESTÉTICA#MEDICINA GENERAL /  DE FAMILIA;DJOURAEVA DJOURAEVA , LOLA;PRIVADOS;
I.A. CLÍNICA TRAUMATOLÓGICA;37-C21-0221;CL. COLÓN 22  A;37700;BEJAR;SALAMANCA;670638335;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;I.A. CLÍNICA TRAUMETOLÓGICA S.L.;PRIVADOS;
ILUSIÓN ÓPTICA;24-E-0015;CL. PROFESOR VEREMUNDO NUÑEZ 6  ;24300;BEMBIBRE;LEON;987513798;987513798;ESTABLECIMIENTOS SANITARIOS (ÓPTICAS, ORTOPEDIAS, AUDIOPRÓTESIS);ESTABLECIMIENTO DE ÓPTICA;OPTICA DE BEMBIBRE S.L.;PRIVADOS;
ILUSIÓN-OPTICA;24-E-0001;CL. ANCHA  50  ;24400;PONFERRADA;LEON;987404720;0;ESTABLECIMIENTOS SANITARIOS (ÓPTICAS, ORTOPEDIAS, AUDIOPRÓTESIS);ESTABLECIMIENTO DE ÓPTICA;OPTICA DE BEMBIBRE S.L.;PRIVADOS;
IMAGEN Y DIAGNÓSTICO PISUERGA;47-C256-0017;CL. FIDEL RECIO (SANATORIO SAGRADO CORAZÓN) 1  ;47002;VALLADOLID;VALLADOLID;983395888;983390174;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;RADIODIAGNÓSTICO;IMAGEN Y DIAGNÓSTICO PISUERGA, S.L.;PRIVADOS;
IMPLADENT DENTAL;47-C251-0059;CL. CONSTITUCIÓN 10  D;47001;VALLADOLID;VALLADOLID;983397841;983397841;ESPECIALIZADOS: CLÍNICAS DENTALES;ODONTOLOGÍA / ESTOMATOLOGÍA;IMPLADENT DENTAL, S.L.;PRIVADOS;
IN & ZA DENTAL;49-C251-0086;AV. VÍCTOR GALLEGO 3  ;49009;ZAMORA;ZAMORA;980511127;0;ESPECIALIZADOS: CLÍNICAS DENTALES;ODONTOLOGÍA / ESTOMATOLOGÍA;IN & ZA DENTAL, S.L.P.;PRIVADOS;
INNOVACIÓN ORAL/ORTOINVISIBLE;47-C251-0159;CL. VEINTE DE FEBRERO 2  ;47001;VALLADOLID;VALLADOLID;983150500;0;ESPECIALIZADOS: CLÍNICAS DENTALES;ODONTOLOGÍA / ESTOMATOLOGÍA;INNOVACIÓN ORAL, S.L.;PRIVADOS;
INOA CENTRO OPTICO-SOCIAL;47-E-0124;CL. FRAY LUIS DE LEÓN 8  ;47002;VALLADOLID;VALLADOLID;983218644;0;ESTABLECIMIENTOS SANITARIOS (ÓPTICAS, ORTOPEDIAS, AUDIOPRÓTESIS);ESTABLECIMIENTO DE AUDIOPRÓTESIS#ESTABLECIMIENTO DE ÓPTICA;ANJUSA FOMENTO S.L.;PRIVADOS;
INSTITUTO DE ANATOMIA PATOLÓGICA;09-C256-0021;CL. CRUZ ROJA (HOSPITAL RECOLETAS BURGOS) 0  ;09006;BURGOS;BURGOS;947244055;947240424;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANATOMÍA PATOLÓGICA;PLAZA MARTOS J. A. LACALLE ANSOTEGUI ANA Mª, S.C.;PRIVADOS;
INSTITUTO DE CIRUGÍA PLÁSTICA Y REPARADORA DE D. CÉSAR CASADO;09-C24-0029;CL. VITORIA 64  ;09004;BURGOS;BURGOS;947225282;0;CENTROS POLIVALENTES;CIRUGÍA ESTÉTICA#CIRUGÍA PLASTICA Y REPARADORA#DERMATOLOGÍA #ENFERMERÍA;CESPER Y ASOCIADOS, S.L.;PRIVADOS;
INSTITUTO DE LA VISIÓN DE CASTILLA Y LEÓN;24-C2590-0014;PS. DE SALAMANCA  35-39  ;24009;LEON;LEON;987875835;987875835;OTROS CENTROS ESPECIALIZADOS;ANESTESIA Y REANIMACIÓN#DEPÓSITO DE MEDICAMENTOS#OFTALMOLOGÍA;INSTITUTO DE LA VISIÓN DE CASTILLA Y LEÓN S.L.;PRIVADOS;
INSTITUTO DE LA VISIÓN DEL BIERZO;24-C2590-0015;PZ. DEL AYUNTAMIENTO 4  ;24400;PONFERRADA;LEON;987456218;987456219;OTROS CENTROS ESPECIALIZADOS;CIRUGÍA REFRACTIVA#OFTALMOLOGÍA;INSTITUTO DE LA VISIÓN DEL BIERZO, S.L.;PRIVADOS;
INSTITUTO DE PSICOTERAPIA;37-C22-0270;AV. VICENTE DEL BOSQUE, 54-62  D;37005;SALAMANCA;SALAMANCA;606672696;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGÍA SANITARIA);HERRERO DE VEGA , MARGARITA;PRIVADOS;
INSTITUTO DE PSICOTERAPIA DE PALENCIA I;34-C21-0083;CL. MAYOR 30  ;34001;PALENCIA;PALENCIA;622140175;0;CONSULTAS MÉDICAS;PSIQUIATRÍA;NEGUERUELA AZAROLA , ENRIQUE;PRIVADOS;
INSTITUTO DE PSICOTERAPIA DE PALENCIA II;34-C22-0072;CL. MAYOR 30  ;34001;PALENCIA;PALENCIA;622140175;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PSICOLOGÍA CLÍNICA;SANZ SEBASTIAN , SUSANA;PRIVADOS;
INSTITUTO DE PSICOTERAPIA HUARTE;37-C22-0011;PS. DE LA ESTACIÓN 95  E;37004;SALAMANCA;SALAMANCA;923256433;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES;MORCILLO NIETO , MARÍA ISABEL;PRIVADOS;
INSTITUTO DE REHABILITACIÓN LA BAÑEZA;24-C2590-0005;CL. DOCTOR MÉRIDA PÉREZ 23  ;24750;BAÑEZA (LA);LEON;987656140;987643257;OTROS CENTROS ESPECIALIZADOS;FISIOTERAPIA#REHABILITACIÓN;INSTITUTO DE REHABILITACIÓN LA BAÑEZA, S.A.;PRIVADOS;
INSTITUTO DE REHABILITACIÓN LA BAÑEZA, S.A.;09-C22-0178;AV. DEL CID 4  C;09005;BURGOS;BURGOS;987656140;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;INSTITUTO DE REHABILITACIÓN LA BAÑEZA, S.A.;PRIVADOS;
INSTITUTO DE UROLOGÍA SALAMANCA;37-C21-0241;CL. MUÑOZ TORRERO 14  ;37004;SALAMANCA;SALAMANCA;655919936;0;CONSULTAS MÉDICAS;UROLOGÍA;INSTITUTO DE UROLOGÍA SALAMANCA, C.B.;PRIVADOS;
INSTITUTO GINECOLÓGICO DE DIAGNÓSTICO AVANZADO EN GINECOLOGÍA Y MAMA;24-C256-0017;AV. DE LA FACULTAD DE VETERINARIA 51  ;24004;LEON;LEON;987344352;987344115;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;GINECOLOGÍA #OBSTETRICIA#RADIODIAGNÓSTICO;INSTITUTO GINECOLÓGICO DE DIAGNÓSTICO AVANZADO,S.L;PRIVADOS;
INSTITUTO IURMAN PALENCIA;34-C22-0097;CL. SAN BERNARDO 5  B;34001;PALENCIA;PALENCIA;675730889;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGÍA SANITARIA);LESMES FRADEJAS , SHEILA;PRIVADOS;
INSTITUTO ODONTOLÓGICO DR. GARCÍA VÁZQUEZ;24-C251-0278;CL. LA PAZ 2  ;24402;PONFERRADA;LEON;987111155;0;ESPECIALIZADOS: CLÍNICAS DENTALES;ODONTOLOGÍA / ESTOMATOLOGÍA;GARCÍA VÁZQUEZ , EDUARDO;PRIVADOS;
INSTITUTO OFTALMOLÓGICO COLÓN;24-C2590-0040;CL. COLÓN 1  B;24001;LEON;LEON;987246342;0;OTROS CENTROS ESPECIALIZADOS;OFTALMOLOGÍA;INSTITUTO OFTALMOLÓGICO COLÓN, C.B.;PRIVADOS;
INSTITUTO OFTALMOLÓGICO DR. VEIGA DE LA JARA;40-C21-0062;CL. JOSÉ ZORRILLA 122-124  ;40002;SEGOVIA;SEGOVIA;0;0;CONSULTAS MÉDICAS;OFTALMOLOGÍA;INSTITUTO OFTALMOLÓGICO SEGOVIANO S.L.;PRIVADOS;
INSTITUTO OFTALMOLÓGICO LÁSER EUROPA;37-C2590-0028;PS. DE CARMELITAS (HOSPITAL SANTÍSIMA TRINIDAD) 74-94  ;37007;SALAMANCA;SALAMANCA;923269300;923269787;OTROS CENTROS ESPECIALIZADOS;CIRUGÍA REFRACTIVA#OFTALMOLOGÍA;INSTITUTO OFTALMOLÓGICO LÁSER EUROPA, S.L.;PRIVADOS;
INSTITUTO SALMANTINO DE OFTALMOLGÍA;37-C21-0179;CL. PRADO 4  A;37002;SALAMANCA;SALAMANCA;923268707;0;CONSULTAS MÉDICAS;OFTALMOLOGÍA;INSTITUTO SALMANTINO DE OFTALMOLGÍA S.L. , CIF B37354164;PRIVADOS;
INSTITUTO TRAUMATOLÓGICO ERESMA;40-C21-0056;CL. DOCTOR VELASCO 21-23  ;40002;SEGOVIA;SEGOVIA;921460114;921463512;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;INSTITUTO TRAUMATOLÓGICO ERESMA, S.L.P;PRIVADOS;
INTERVENCIÓN PSICOLÓGICA;40-C22-0017;CL. SANTA TERESA DE JESÚS 14  B;40004;SEGOVIA;SEGOVIA;921444856;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PSICOLOGÍA CLÍNICA;LLORENTE PARDO , YOLANDA;PRIVADOS;
IREGINE;37-C21-0160;CL. POLLO MARTÍN 21-23  A;37005;SALAMANCA;SALAMANCA;923240445;0;CONSULTAS MÉDICAS;GINECOLOGÍA #OBSTETRICIA;IREGINE S.L.;PRIVADOS;
ISCA PSICOLOGÍA;37-C22-0261;AV. DE LA SERNA, Nº 2, BAJO 9   ;37900;SANTA MARTA DE TORMES;SALAMANCA;923332128;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGÍA SANITARIA);GÓMEZ LÓPEZ , FRANCISCA;PRIVADOS;
ISCAR VISIÓN;47-E-0006;CL. PALOMARES 6  ;47420;ISCAR;VALLADOLID;983612680;0;ESTABLECIMIENTOS SANITARIOS (ÓPTICAS, ORTOPEDIAS, AUDIOPRÓTESIS);ESTABLECIMIENTO DE AUDIOPRÓTESIS#ESTABLECIMIENTO DE ÓPTICA;MATESANZ DEL RIO , CESAR;PRIVADOS;
ISODIAGNÓSTICO;47-C2590-0048;CL. FELIPE II 10  ;47003;VALLADOLID;VALLADOLID;983265651;983254396;OTROS CENTROS ESPECIALIZADOS;DEPÓSITO DE MEDICAMENTOS#MEDICINA NUCLEAR;ISODIAGNÓSTICO, S.L.;PRIVADOS;
ITAYO PSICOLOGÍA;37-C22-0294;CL. TORO, Nº 78-82, ENTREPLANTA, OFICINA 2ª IZDA.   ;37002;SALAMANCA;SALAMANCA;676768825;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGÍA SANITARIA);BENAVENTE GAJATE , ROSA MARÍA;PRIVADOS;
J.A. CLÍNICA ODONTOLÓGICA;40-C251-0094;CL. CARRETERA 38  ;40357;FUENTIDUEÑA;SEGOVIA;664179050;0;ESPECIALIZADOS: CLÍNICAS DENTALES;ODONTOLOGÍA / ESTOMATOLOGÍA;HERNÁNDEZ RODRÍGUEZ , JORGE ALEXANDER;PRIVADOS;
JAVIER BURGOS, PODÓLOGO;47-C22-0097;CL. MARINA ESCOBAR 5  B;47001;VALLADOLID;VALLADOLID;983308326;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGÍA;BURGOS DÍEZ , JAVIER;PRIVADOS;
JAVIER GONZÁLEZ MARCOS, PODÓLOGO;37-C22-0064;PS. DEL DOCTOR TORRES VILLARROEL 7  A;37006;SALAMANCA;SALAMANCA;923134259;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGÍA;GONZÁLEZ MARCOS , JAVIER;PRIVADOS;
JNT;47-C22-0230;CL. ARNALDO DE VILANOVA 8 B D;47195;ARROYO;VALLADOLID;626141693;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGÍA SANITARIA);NIÑO TRIVIÑO , JESÚS;PRIVADOS;
JUAN CARLOS ROMERO-PSICOLOGÍA;37-C22-0262;PZ. DE ESPAÑA, Nº 5-6 (EDIFICIO ESPAÑA-DESPACHO 410)   ;37004;SALAMANCA;SALAMANCA;620357910;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGÍA SANITARIA);ROMERO YÁÑEZ , JUAN CARLOS;PRIVADOS;
JUAN JOSE OPTICO;37-E-0062;CL. LOS OVALLES  5-7  ;37004;SALAMANCA;SALAMANCA;923233450;0;ESTABLECIMIENTOS SANITARIOS (ÓPTICAS, ORTOPEDIAS, AUDIOPRÓTESIS);ESTABLECIMIENTO DE ÓPTICA;RAMOS  ENCALADO , JUAN JOSE;PRIVADOS;
JUNQUERA CLÍNICA MÉDICA;40-C24-0017;PS. EZEQUIEL GONZÁLEZ 28  ;40002;SEGOVIA;SEGOVIA;921413328;921413329;CENTROS POLIVALENTES;CARDIOLOGÍA#MEDICINA INTERNA#NEUMOLOGÍA#OBTENCIÓN DE MUESTRAS;JUNQUERA, CLÍNICA MÉDICA, S.L.P.;PRIVADOS;
KHALILDENT;05-C251-0083;AV. DE LA CONSTITUCIÓN 39  ;05260;CEBREROS;AVILA;918630846;0;ESPECIALIZADOS: CLÍNICAS DENTALES;ODONTOLOGÍA / ESTOMATOLOGÍA;H M ALNOURI , RACHA;PRIVADOS;
KINÉ REHABILITACIÓN;47-C2590-0066;CL. SANTA LUCÍA 12  ;47005;VALLADOLID;VALLADOLID;0;0;OTROS CENTROS ESPECIALIZADOS;FISIOTERAPIA#LOGOPEDIA;KINÉ REHABILITACIÓN, S.L.;PRIVADOS;
KINEOS, CENTRO DE FISIOTERAPIA INTEGRAL;40-C22-0061;AV. CAMILO JOSÉ CELA 36  ;40200;CUELLAR;SEGOVIA;921144978;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;ROUSSEL MORACHO , ISABEL;PRIVADOS;
KINESANE;05-C22-0075;PS. DON CARMELO 26 2 A;05001;AVILA;AVILA;609580371;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;HERNÁNDEZ GARCÍA , PATRICIA;PRIVADOS;
KINESIS 2001-FISIOTERAPIA INTEGRAL A DOMICILIO;37-C22-0095;CL. ANTONIO MACHADO 14  ;37439;CASTELLANOS DE MORISCOS;SALAMANCA;606969697;923361763;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;RODRÍGUEZ MORENO , JESÚS;PRIVADOS;
LA GAFITA DE ORO;40-E-0025;CL. CORPUS 5  ;40001;SEGOVIA;SEGOVIA;921463442;0;ESTABLECIMIENTOS SANITARIOS (ÓPTICAS, ORTOPEDIAS, AUDIOPRÓTESIS);ESTABLECIMIENTO DE ÓPTICA;MOZO SÁNCHEZ , ANGEL;PRIVADOS;
LABCO CASTILLA Y LEÓN, S.L.U.;49-C256-0003;CL. DOCTOR CARRACIDO 0  ;49006;ZAMORA;ZAMORA;980509129;980509050;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;OBTENCIÓN DE MUESTRAS;CANGA ARQUEROS S.L.;PRIVADOS;
LABCO CASTILLA Y LEÓN S.L.U.;47-C256-0010;CL. GENERAL RUIZ 1  ;47004;VALLADOLID;VALLADOLID;983217627;983309268;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#OBTENCIÓN DE MUESTRAS;LABCO CASTILLA Y LEÓN, S.L.U.;PRIVADOS;
LAB.DE A. PATOLOGICA QUALITAS RERUM CONSULTORIA Y ESTUDIOS SANITARIOS;34-C256-0008;CL. MAYOR 82  D;34001;PALENCIA;PALENCIA;979751370;979751370;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANATOMÍA PATOLÓGICA;ZURRO HERNÁNDEZ , LUIS JAVIER;PRIVADOS;
LABORATORIO AGUADO ANÁLISIS, S.L.;47-C256-0008;PZ. SANTA ANA 7  C;47001;VALLADOLID;VALLADOLID;983351651;0;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;AGUADO AGUADO , PRIMITIVO;PRIVADOS;
LABORATORIO BELLIDO;37-C256-0007;CL. ZAMORA  44-46  D;37002;SALAMANCA;SALAMANCA;92320065;923260065;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#MEDICINA GENERAL /  DE FAMILIA;BELLIDO BENITO , JOSÉ ANTONIO;PRIVADOS;
LABORATORIO CALBO;34-C256-0005;CL. LA PUEBLA 8  ;34002;PALENCIA;PALENCIA;979713434;0;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;LABORATORIO CALBO, S.L.;PRIVADOS;
LABORATORIO CENTRAL;24-C256-0005;AV. DE LA PUEBLA 52  I;24400;PONFERRADA;LEON;987403596;987403596;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#OBTENCIÓN DE MUESTRAS;PEREIRA POMBRIEGO , ANA;PRIVADOS;
LABORATORIO DE ANÁLISIS BIOLÓGICOS DE D. ELADIO SÁNCHEZ-ABARCA MORERA;37-C256-0006;PZ. MAYOR 21  ;37500;CIUDAD RODRIGO;SALAMANCA;923460316;0;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;SÁNCHEZ-ABARCA MORERA , ELADIO;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS ANACLIN;49-C256-0016;CL. SANTA ANA 2  ;49006;ZAMORA;ZAMORA;980531641;980536885;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;DR. CASTAÑO ANÁLISIS CLÍNICOS, S.L.;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS ANALÍTICA 2001;47-C256-0011;CL. ANGUSTIAS 9  F;47003;VALLADOLID;VALLADOLID;983307990;0;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;ANALÍTICA 2001, S.L.;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS BIOHEMO 2000 KX ;34-C256-0001;CL. COLÓN 44  ;34002;PALENCIA;PALENCIA;979728927;979712475;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;LABORATORIO CANGA-ARQUEROS, S.L.;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS C. MURCIEGO ÁLVAREZ;49-C256-0014;CL. CARDENAL MELLA 14  ;49009;ZAMORA;ZAMORA;980530420;980530420;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;MURCIEGO ÁLVAREZ , MARÍA CONSOLACIÓN;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS CEMIBUR;09-C256-0023;AV. CANTABRIA 37  D;09000;BURGOS;BURGOS;695383278;0;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#OBTENCIÓN DE MUESTRAS;CEMIBUR, S.L.;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS CIFUENTES FISIOCLINIC ;09-C256-0010;CL. VITORIA 23  B;09004;BURGOS;BURGOS;947278647;947278647;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#OBTENCIÓN DE MUESTRAS;CIFUENTES FISIOCLINIC, S.L.;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. ÁNGEL JESÚS SOLOAGA MORALES;47-C256-0002;PZ. DE PONIENTE 2  D;47003;VALLADOLID;VALLADOLID;983331002;983331002;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;SOLOAGA MORALES , ANGEL JESÚS;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. CIRIACO DÍEZ ÁLVAREZ;24-C256-0006;CL. GRAN VÍA DE SAN MARCOS 3  C;24750;LEON;LEON;987224525;987247312;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#OBTENCIÓN DE MUESTRAS;DÍEZ ÁLVAREZ , CIRIACO;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. FÉLIX LOSADA VAQUERO;37-C256-0010;CL. WETONES 25  ;37500;CIUDAD RODRIGO;SALAMANCA;923460796;923460796;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;LOSADA VAQUERO , FÉLIX;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE Dª FLORENTINA MARTÍN SEISDEDOS;47-C256-0019;CL. ÁNGEL MOLINA 3  A;47400;MEDINA DEL CAMPO;VALLADOLID;983803268;0;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#OBTENCIÓN DE MUESTRAS;MARTÍN  SEISDEDOS , FLORENTINA;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. JOSÉ CARLOS VEGA URETA;49-C256-0009;CL. ERAS 1  ;49300;PUEBLA DE SANABRIA;ZAMORA;980620804;980620804;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;VEGA URETA , JOSÉ CARLOS;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. JOSÉ JAVIER MARTÍN CASAS;09-C256-0014;PS. DE LA ISLA (HOSPITAL SAN JUAN DE DIOS) 41  ;09003;BURGOS;BURGOS;947257730;947273009;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;JOSÉ JAVIER MARTÍN CASAS, S.L.;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. JOSÉ LUIS CASTILLO SÁNCHEZ;24-C256-0007;CL. GARCÍA PRIETO 6  A;24700;ASTORGA;LEON;987603130;987615417;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;CASTILLO SÁNCHEZ , JOSÉ LUIS;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. JOSÉ ZAPATER UNCETA;09-C256-0017;CL. CONDADO DE TREVIÑO 13  ;09000;MIRANDA DE EBRO;BURGOS;947335160;947333292;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#OBTENCIÓN DE MUESTRAS;ANÁLISIS CLÍNICOS ZAPATER, S.L.;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. PAULINO GALVÁN MORÁN;49-C256-0012;CL. VILLALPANDO 2  ;49600;BENAVENTE;ZAMORA;980636492;980636492;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS#OBTENCIÓN DE MUESTRAS;GALVÁN MORÁN , PAULINO;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE D. RAFAEL BECERRIL;34-C256-0006;CL. COLÓN 20  ;34002;PALENCIA;PALENCIA;979706277;979706293;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;BECERRIL RAMOS , RAFAEL;PRIVADOS;
LABORATORIO DE ANÁLISIS CLÍNICOS DE MEGALAB EN EL H. RECOLETAS DE BURGOS;09-C256-0025;CL. CRUZ ROJA (HOSPITAL RECOLETAS DE BURGOS) 0  ;09006;BURGOS;BURGOS;0;0;ESPECIALIZADOS: CENTROS DE DIAGNÓSTICO;ANÁLISIS CLÍNICOS;MEGALAB, S.A.;PRIVADOS;
